
 ### Operon type: 1

	 A0A011PVT3	[656, 519, 518, 517, 516, 515, 514, 513, 512]
	 A0A011R7V7	[656, 519, 518, 517, 516, 515, 514, 513, 512]
	 A0A011MET3	[656, 519, 518, 517, 516, 515, 514, 513, 512]

 ### Operon type: 2

	 A0A011UIA1	[245, 244, 243, 242, 241, 240, 239, 238, 0]
	 A0A011V5V3	[0, 245, 244, 243, 242, 241, 240, 239, 238]

 ### Operon type: 3

	 A0A011PTE7	[528, 527, 526, 525, 524, 0, 523, 522, 521]
	 A0A011NE72	[528, 527, 526, 525, 524, 523, 522, 521, 0]

 ### Operon type: 4

	 A0A011NEY3	[466, 564, 563, 562, 562, 561, 560, 559, 0]

 ### Operon type: 5

	 A0A011PAN4	[564, 563, 0, 562, 562, 561, 560, 559, 558]

 ### Operon type: 6

	 A0A011RCD5	[466, 564, 563, 562, 562, 561, 560, 559, 558]

 ### Operon type: 7

	 A0A010JSI3	[493, 492, 491, 490, 489, 488, 487, 486, 0]
	 A0A013T0M4	[493, 492, 491, 490, 489, 488, 487, 486, 0]
	 A0A009RGL2	[0, 492, 491, 490, 489, 488, 487, 486, 0]
	 A0A009HDS5	[493, 492, 491, 490, 489, 488, 487, 486, 0]

 ### Operon type: 8

	 A0A011NBX7	[592, 591, 590, 589, 588, 587, 0, 0, 0]
	 A0A011PF67	[592, 591, 590, 589, 588, 0, 0, 0, 0]
	 A0A011NW66	[592, 591, 590, 589, 588, 587, 0, 0, 0]

 ### Operon type: 9

	 A0A011NS68	[592, 591, 590, 589, 588, 469, 468, 474, 579]
	 A0A011RHX4	[592, 591, 590, 589, 588, 469, 468, 474, 0]

 ### Operon type: 10

	 A0A010JY00	[306, 598, 482, 408, 252, 692, 405, 695, 425]

 ### Operon type: 11

	 A0A013TH30	[598, 482, 408, 407, 406, 692, 405, 695, 425]

 ### Operon type: 12

	 A0A011QAS2	[0, 676, 675, 674, 673, 672, 671, 670, 669]
	 A0A011NEQ1	[0, 676, 675, 674, 673, 672, 671, 670, 669]

 ### Operon type: 13

	 A0A011QSF0	[0, 720, 719, 718, 717, 716, 715, 714, 0]
	 A0A011QBB5	[647, 720, 719, 718, 717, 716, 715, 714, 646]
	 A0A011Q0X6	[647, 720, 719, 718, 717, 716, 715, 714, 646]
	 A0A011Q1X8	[720, 0, 719, 718, 717, 716, 715, 714, 646]

 ### Operon type: 14

	 A0A011PG87	[647, 720, 719, 718, 717, 716, 715, 0, 0]

 ### Operon type: 15

	 A0A013SP43	[329, 328, 327, 326, 325, 324, 323, 322, 321]
	 A0A010K6G6	[329, 328, 327, 326, 325, 324, 323, 0, 321]
	 A0A009RUN3	[329, 328, 327, 326, 325, 324, 323, 322, 321]

 ### Operon type: 16

	 A0A009SZB5	[0, 0, 96, 95, 94, 0, 0, 0, 93]
	 A0A009HR98	[0, 0, 96, 95, 94, 0, 0, 0, 93]

 ### Operon type: 17

	 A0A009Z8F7	[48, 96, 49, 0, 94, 4, 4, 0, 0]

 ### Operon type: 18

	 A0A011QUG8	[709, 708, 707, 706, 705, 704, 0, 703, 702]
	 A0A011QIT1	[709, 708, 707, 706, 705, 704, 703, 702, 691]

 ### Operon type: 19

	 A0A011QAB0	[683, 682, 681, 0, 680, 679, 678, 677, 0]
	 A0A011PL71	[390, 683, 682, 681, 680, 679, 678, 677, 0]

 ### Operon type: 20

	 A0A011PIY7	[631, 0, 630, 629, 628, 627, 626, 0, 538]

 ### Operon type: 21

	 A0A011Q3J4	[0, 631, 630, 629, 628, 627, 626, 625, 0]

 ### Operon type: 22

	 A0A011MH88	[476, 631, 630, 629, 628, 627, 626, 625, 538]

 ### Operon type: 23

	 A0A009QBR9	[0, 0, 373, 415, 372, 0, 0, 368, 196]
	 A0A009TM70	[0, 374, 373, 415, 372, 0, 0, 368, 196]

 ### Operon type: 24

	 A0A010ILU3	[375, 374, 373, 0, 372, 371, 370, 369, 368]
